Number,Tweets,Class
316,"Pandemi  ✔️ Gıda krizi  ✔️ Enerji krizi ✔️ İklim krizi 📝📈 (deprem vs)   Durmayacaklar, en olmadı Savaşlar çıkartacaklar Rabbim, hiç bir zalime fırsat vermesin ",0.0
317,Deprem olur kiralar artar Yangın olur yangın malzemeleri artar Kar yağar zincir fiyatları artar Ramazan ayı gelir gıda fiyatları artar  Kurban Gelir fiyat artar  Okul sezonu gelir kırtasiye fiyatları artar  Toplum olarak çok büyük bir ahlak sorunumuz var...! #KiralarZulümOldu,0.0
318,"Başımızda ne kadar çok bela var değil mi? Plandemi var, 5G var, nükleer ve deprem tehdidi var, havadan üstümüze zehir yağdırıyorlar, gıda ve su kıtlığı tehlikesi var, ekonomik çöküntü tehlikesi vs.. yani var oğlu var. Tabi en önemlisi a$hılarla insanlara yapmak istedikleri var.",0.0
319,İstanbul  a  bir takım gemiler  gelmiş. Savaş gemileri  değil  ama  haberleşme   HAARP  aktarıcısı   iletişimi   elektrikleri kesme  belki  deprem.. Korkutmak için  değil Tedbirli olalım . Su  kuru gıda  piknik tüp  biraz  para filan  kenarda köşede  bulunsun ..,0.0
320,"Deprem olur kira artar , salgın hastalık olur tıbbi malzeme fiyatları artar , Mübarek Ramazan ayı gelir gıda  fiyatları artar, yangın olur yangında kullanılan eldiven ve teçhizat fiyatları artar....   Fakat ülkenin %98 i Müslüman..!",0.0
321,"Deprem olur, kiralar artar! Salgın hastalık olur, tıbbi malzeme fiyatları artar! Ramazan ayı gelir, gıda fiyatları artar! Yangın olur, yangına dayanıklı ekipman fiyatları artar! Patlama olur, taksiler milleti soymaya kalkar! Ama sorsan ülkenin %98i müslüman!..  Yaaaa bi si...",0.0
322,"Genel Başkanımız Muharrem İnce : Bu ülkenin 5 ciddi problemi var. İlaç, su krizi kapıda. Gıda krizini zaten yaşıyoruz, sığınmacılar ve bir de deprem problemi var. Enerjide yüzde 70 oranında dışa bağımlıyız. Vana başkasının elinde olmaz bu doğru değil.",0.0
323,"Türkiye iklim değişikliğinin en sert yaşanacağı, deprem kuşağında, su fakiri, yoğun göç alan, eğitimsiz bir nüfusa sahip, gıda ve teknolojide dışa bağımlı kendi kendine yetemeyen bir ülke.Son 1 hafta HESAPLANAMAYACAK kadar fakirleştik.  Bu haliyle olası bir DEPREM yönetilemez.",0.0
324,"Deprem olmuş Düzce 'de. Yok canım ne depremi,yalan- dolan. Depremler olurken, Sular azalırken, Gıda fiyatları uçarken, Ortada bir şey yokmuş gibi davrananların YALAN-DOLAN yorumlarını izliyoruz.  Aslında deprem olmadı. Sadece depreştik. ""Titre ve Kendine dön"" demek,UYAN demektir.",0.0
325,İNSAN BOZULMUŞ. HÜKÛMET  Ev kredi faizlerini düşürür ev fiyatları artar. Otomobil vergisini düşürür araba fiyatları artar. Gıda ürünlerinden aldığı vergiyi yüzde 1'e düşürür gıda fiyatları artar. Deprem sel yangın olur ev kiraları artar İNSANLAR ŞEREFSİZ OLMUŞ   DEVLET NE YAPSIN,0.0
326,"🔴 Sizi Artık 2022'e Hazırlıyalım.  ▪️ 2022 senaryoları,   - Gıda Kıtlığı Tüm Dünya'da Artacak Stok Yapın - Yeni Virüsümüz Nu Virüsü Kapanmalara Neden Olacak - Küresel Isınma Artacak Ülkemizde ve Dünyada Değişik İklimler Göreceğiz - Ege ve Marmara'da İstenilen Deprem Yapılacak",0.0
327,"Dünyada ve Türkiye’de 3 yıldır yaşanan Salgına,Enerji ve Gıda krizine,ülkedeki yangın,deprem, kuraklık gibi afetlerin verdiği sıkıntıya,üstüne birde bundan nemalanmak isteyen muhalefetin yalan ve iftiralarına rağmen ORC’nin anketi sizi çıldırtmasında ne yapsın? CUMHUR KAZANACAK",0.0
328,"Muharrem İnce iki yıldır tarım diyor, gıda diyor, su diyor, enerji diyor, deprem diyor. Toplumun temel sorunlarına proje üretiyor. Eğer ki toplum önceliklerini önceleyeni seçemezse, son pişmanlık fayda etmez.",0.0
329,"Deprem , Gıda Egemenliği , Tarım , Sığınmacılar.. Hepsine  #ÇözümMemlekette  @GayeUsluer  ; ""Türkiye Bir Gıda Kriziyle Karşı karşıya Acil çözüm"" “Gıda Egemenliği”",0.0
330,"Afet Bilinci ve Farkındalık Eğitimlerine bugün Saadet Gıda Fabrikası'ndan başladık.  Deprem, sel, yangın gibi afetlerin öncesinde ve sonrasında yapılması gerekenler Afet Koordinasyon Merkezi eğitmenlerimiz tarafından anlatıldı.   (1)",0.0
331,"Türkiye'nin gerçek sorunları: Tarım, gıda, su, enerji, deprem.Ama biz baş örtüsü meselesini konuşuyoruz. Başı açık anne de başı örtülü anne de çocuğuna süt içirmek istiyor.",0.0
332,"Hükümet, Ev kredi faizlerini düşürür ev fiyatları artar. Otomobil vergisini düşürür araba fiyatları artar. Gıda ürünlerinden aldığı vergiyi yüzde 1'e düşürür gıda fiyatları artar. Deprem, sel, yangın olur ev kiraları artar. Para kazanmanın insafı olmalı. #market #ZamZulumİskence",0.0
333,"Marmara Depremi'ne ilişkin yapılacak en önemli şey, riskli konut stoğunu derhal tamir etmek. Kriz deprem anında değil, depremden sonra yaşanacak. Açlık, susuzluk, salgın hastalıklar, gıda krizi, ekonomik çöküş, toplu mezarlar vs vs. Deprem sonrasının da tatbikatı da yapılacak mı?",0.0
334,"Türkiye'nin KÖYSÜZ bir toplum haline gelmesi ""radikal modernleşme"" örneği olarak kabul edilmelidir.  Türkiye KÖYSÜZ TOPLUM yapısıyla coğrafyasında boşluklar imal etmiş, gıda krizlerine, deprem yıkımına açık hale gelmiştir.",0.0
335,"Ramazan ayında gıda,deprem bölgesinde çadır,battaniye,yangın felaketinde maske,eldiven vs.fahiş fiyata satılan bir ""MÜSLÜMAN""ülkede normal hareketler bunlar!!!Utanır mı bu insanlıktan nasip alamamışlar!!!???",0.0
336,"Kovid-19 ile işlemeye başlayan süreç,sağlık-ekonomi/işsizlik-yangılar/gıda ve su -deprem ve sel felaketleri temelinde yürütülen yeni düzen tasarımı ,tarihin kaydettiği gerçeğe karşı açılmış en kapsamlı ahlaksız/vicdansız yeni para-insan-din savaş operasyonudur.",0.0
337,"İKTİDARIN 20 YILDA BIRAKTIĞI YÜKLER  EĞİTİM * Üniversite mezunu işsizler * Hocası olmayan üniversiteler  TARIM * Gübre, mazot ve sulama fiyatları * İthalat sevdalısı bakanlıklarımız  ALTYAPI * Yolcu garantili köprü ve otobanlar * Uçak inip kalkmayan havalimanları  #deprem",0.0
338,Bugün itibariyle dünya çapında Covid-19’dan ölümlerin sayısı 6 milyonu aştı.   mazot 20 Mekke Deprem Anı Esenyurt Pera palas elif,0.0
339,Dikkat ! -Emekliler -Emekli olacaklar -Özellikle  2008 yılından sonra SGK'lı olanlar  Bakın geleceğimiz nasıl yok edilmiş  Flood okumadan geçmeyin.  #EmeklilikteYaşaTakılanlar #ABO #ZKuşağı #ALTIN  #dolar #elektrik #doğalgaz #deprem #yağmur #benzin #mazot #vergi #zam,0.0
340,Şuna artık çokça inanmaya başladım..  Ülkede gündemi Kemal Kılıçdaroğlu belirliyor. Diğer siyasi liderlerin işi gücü Kılıçdaroğlu. Sürekli ona laf yetiştirme ve karalama kampanyası güdüyorlar.  #mazot #deprem,0.0
341,"İzmit otoban çıkısında en az 20 araba birbirine girdi. Yer sırf mazot. Deprem oluyor sandık. Direksiyon hakimiyetini sağlamak imkansızdı. Arkadaşım kullanıyordu arabayı, ben yanındaydım. Tır çarptı bize. Şanslılardan biriydik. Herkes ağız ağıza, şokta ve kimsede maske yok.",0.0
342,"şahan ve o kafanın tek sorunu sadece ama sadece kendilerini; doğasever, hayvansever, vatansever, hayırsever, insansever zannetmeleridir. diğer insanların bir işe yaramayıp hepsine düşman olduğunu düşünmeleridir. kısaca bilmediğini bilmemek çok zor! 8 TOMA 2 İHA #deprem #mazot",0.0
343,"Bu ülkede imar için tarihi binalar, otel için ormanlar, güya sevgi için kadınlar yakılıyor.  Bu ülkede tuttuğu parti ve çıkarları için insanlar yanlışları savunuyor.  Bu ülkede düzelmesi gereken çok şey var!   8 TOMA #donat #Mazot #deprem #Marmaris",0.0
344,"Merkez üssü Buca .. Ne 4.9 u Uykudan uyandık .. #deprem insanın psikolojisini bozuyor telefon baş ucumda şarjda , powerbank yanımda 1.5 litre su yanımda kafamızda binbir türlü seneryo .. Allah ölümlerin bile hayırlısını nasip etsin ..",0.0
345,"Alttakiler ve üsttekiler  Görevi arama kurtarma olan bir kişi, bakana powerbank tutuyor, takım elbiseli bir kişi bakan telefonla konuşurken onu çekiyor. Bunlar, deprem sonrası altında yaşam mücadelesi veren insanların olabileceği yıkılmış bir binanın üstünde gerçekleşiyor.",0.0
346,"BOYNER de hiç vakit kaybetmeyip 915 LİRALIK DEPREM ÇANTASI hazırlamış. Sizin felaketiniz onların kârı. Radyo, powerbank, yağmurluk, battaniye, gerisi beş lira etmez ıvır zıvır. İnsanlar hala göçük altında. Hiç utanmadın mı bunu ürünleştirirken? #Boyner",0.0
347,Deprem Çantasında Olması Gerekenler:  -Çadır -Battaniye -Giysi -Bolca su -Konserve -Para -İlaç -Yardım çantası -Çakmak -Düdük -Yağmurluk -Önemli Evrak -Islak mendil -Tuvalet kâğıdı -El feneri/Pil -Kesici alet -Kalem/Kâğıt -Maske -Radyo -Powerbank ve şarj kablosu,0.0
348,"Herkese, özellikle İzmir'e gün aydın olsun💚 #deprem Lütfen çantanızı kapıda hazır bulundurun -Kimlik -Battaniye -Powerbank -Su -Yüksek kalorili, enerji veren gıda -Ağrı kesici, yara bandı -Diş macunu, sabun, ped  -İç çamaşırı, çorap, kıyafet -Makas, pil -Hayvanlar için mama",0.0
349,"PAYLAŞIN !  DEPREM ÇANTASINDA NELER OLMALI? Battaniye Islak mendil Çakı Fener Düdük Kafa lambası Yağmurluk Powerbank ve Sarj aleti Pil Su Bozulmayan gıdalar İlk yardım kiti, ped, maske, kolonya Cüzdan (nakit para ve önemli belgeler) Radyo #deprem #izmir #izmirdepremi",0.0
350,"Küçük bir hatırlatma! Sadece bugünler için değil ; her zaman evinizde : ""Deprem, savaş, doğal afet, toplumsal olaylar, elektrik, su şebekesine yapılacak hertürlü sabotajı düşünerek; en az 40 lt su, şarj ve pille çalışan fener, ışıldak, powerbank, en az 2-3 hafta yetecek kuru",0.0
351,Bu deprem öğretti ki powerbank olmazsa olmazımız..herkes başucuna teliyle birlikte koysun 🙏🏻,0.0
352,"Canım, kalbim şehrim Hatay 1. derece deprem bölgesinden biri olduğundan bugün deprem çantama powerbank aldım. Ne olur ne olmaz... Ege coşmuş mesela bu aralar. Naci abi söyledi hem de okudum. Daha birkaç bir şey daha almalıyım. Hoş ev dayanıklı ama yine de tedbir şart!",0.0
353,"Merkez üssü Buca .. Ne 4.9 u Uykudan uyandık .. #deprem insanın psikolojisini bozuyor telefon baş ucumda şarjda , powerbank yanımda 1.5 litre su yanımda kafamızda binbir türlü seneryo .. Allah ölümlerin bile hayırlısını nasip etsin ..",0.0
354,Arkadaşlar üşenmeyin deprem çantası hazırlayın önümüz kış ve her an deprem olabilir. Normal bi sırt çantanızda ise cüzdan gibi önemli şeyleriniz her zaman dursun. Ve bence en önemlisi her telefon için powerbank lazım,0.0
355,"Android telefonu olanlar play store da ""whistle"" ya da ""düdük"" olarak aratıp uygulamayi telefonlarına yüklesinler lutfen. Allah korusun deprem veya baska bir zor durumda işe yarayabilir. Bir de yaninizda hep bir powerbank bulundurun",0.0
356,Kapılarınızı kilitlemeyin (en azından deprem unutulana kadar) Yatak başınıza su ve varsa fener koymayı unutmayın. Telefonlarınızı şarja takın ve powerbank gibi cihazlarınızın tam şarjlı olduğundan emin olun. Yatmadan önce sevişmeyin (burası önemli),0.0
357,#deprem deprem çantası olması gerekenler  * düdük 1-2 adet  *telefon *   *elfeneri  *sargıbezi  *su  *bisküvi *çakı *ip *ilkyardım seti *kağıt kalem  *çamaşır (ihtiyaç ) *radyo ve pil *powerbank *maske  ağrı kesici (devamlı kullanılan ilaçlar) *kibrit &çakmak (HERKESİN OLMALI),0.0
358,güncellenmis deprem cantası kiti 25 cl etil alkol( yara falan olursa dökmek icin) 4 kutu ritalin (bana güvenin) 1 adet havalı şaka kornası 2 litre su ( ağız ıslatmalık) 20k mAh powerbank  1 kutu damla sakızı 1 kutu karamel nikotin bandı,0.0
359,İzmir'de çadırlar için olan ihtiyaç listesi Çadırlara serilecek kalın herhangi bir şey yatak Battaniye Işıldak Powerbank  Gribal ilaçlar (hasta olanlar için) Isıtıcı(soba ya da ateş yakmak için kova) Yastık  ,0.0
360,"#PakkanLive  @nasuhmahruki  ""Tatbikatlar önemli doğalgaz, su ve elektrik vanalarını kapamamız gerekiyor. Deprem çantasında su, kuru gıda, mevsimlik kıyafetler ve mesela bir powerbank işimize yarıyabilir. Acil durum için kritik numaralar kayıt alınabilir, yedek ev, araba anahtarı.""",0.0
361,"Korona çıktı kolonya ve maske fiyatları uçar, deprem olur ev ve battaniye fiyatları artar, yangın olur ısı eldiveni ve gerekli araçların fiyatı artar.   Türk milletinin içindeki çürük elmalarsınız.",0.0
362,"Deprem olduğunda battaniye, çadır fiyatları el yakar. Yangın çıktığında eldiven, maske borsası oluşur. İşte ölümden ve yıkımdan rant devşiren Anadolu irfanı...",0.0
363,Afet olunca battaniye fiyatları 2 katına  Deprem olunca kiralar 2 katına  Yangın olunca yangın eldiveninin fiyatı 3 katına  Kar yağınca kar zincirinin fiyatı 4 katına  Korona olunca kolonyanın fiyatı 5 katına   SİZCE DE BİZ GÜZEL BİR MİLLET MİYİZ ?,0.0
364,Aksaray Valiligi ile Aksaray Belediyesi koordinasyonunda İzmir'de yaşanılan deprem sonrasında gıda kolisi ve kullanılmamış battaniye ihtiyacına binaen yardımlarınızı Aksaray 15 Temmuz Milli İrade Meydanı veya Aksaray Belediyesi binasında görevli personellere teslim edebilirsiniza,0.0
365,DEPREM ÇANTASINDA NELER OLMALI? Battaniye Bolca Su İlaç Konserve Çakmak Düdük Islak Mendil Yağmurluk Kıymetli Evraklar(fotokopileri) Çok Amaçlı Çakı,0.0
366,"İzmir'de deprem sonrası bölgeye yapılan yardım faaliyetleri AFAD koordinasyonunda yürütülmektedir.  ➡️ Gıda kolisi ve yeni battaniye yardimlarini ulaştırmak için SYD Vakiflarina,  ➡️ Beslenme ile ilgili destek olmak isteyenler Türk  Kızılayına,  Başvuruda bulunabilirler.",0.0
367,Bunlar neden hiç deprem afet gibi kötü  günlerde battaniye çorba gıda kolisi dağıtarak iyilik yapıp sevap kazanmayı düşünmüyor? 🙄,0.0
368,YANINDAYIZ İZMİR!  30 Ekim Cuma günü İzmirde meydana gelen deprem sonrası depremzedelere battaniye ve gıda gönderiyoruz. Yardımda bulunmak isteyen kişiler için;  Battaniye Ücreti: 33 TL Iletişim; Burak Özçelik: 0554 515 64 48,0.0
369,"Sayın Bakan, biz sarayda mı yaşıyoruz ki klimayı sonuna kadar açalım? Evimizde kazakla montla oturuyoruz. Yeri gelip üzerimize battaniye alıyoruz. Vatandaşın halinden haberiniz var mı? #deprem #36SaatZulmüBitmedi #BeindenBeşiktaşaSansür",0.0
370,"Düzce'de meydana gelen depremin ardından, dışarıda bekleyen vatandaşlarımıza beslenme ve battaniye desteği sağlamaya devam ediyoruz. #deprem  🔴 #DaimaHazır",0.0
371,"zmir'in #Seferihisar ilçesinde meydana gelen depremin ardından 60 ilden 250 kişilik arama kurtarma ekibimiz ve mobil aşevimiz erzak, battaniye, hijyen ve gıda malzemelerinden oluşan ilk yardım malzemeleriyle Reyhanlı’dan #deprem bölgesine hareket etti.",0.0
372,"Sayın Bakan, biz sarayda mı yaşıyoruz ki klimayı sonuna kadar açalım? Evimizde kazakla montla oturuyoruz. Yeri gelip üzerimize battaniye alıyoruz. Vatandaşın halinden haberiniz var mı? Derhal İstifa Enerji Fonu Oyun Büyük #Deprem",0.0
373,"İzmir’de meydana gelen deprem nedeniyle, 15 Temmuz Şehitler Meydanı’nda kurulan çadıra bağışta bulunabilirsiniz.  Teslim edeceğiniz, “Sıfır battaniye, kuru gıda, ısıtıcı ve hijyen malzemeleri”, deprem mağduru vatandaşlarımıza ulaştırılacaktır.  Şimdi İzmir için birlik vakti!",0.0
374,"İÇİNDE AŞAĞIDAKİ MALZEMELER OLAN DEPREM ÇANTASI HAZIR OLANLAR KİMLER? Battaniye Mevsime Uygun Giysi Bolca Su İlaç Konserve Çakmak Düdük Yağmurluk Kıymetli Evrak belge fotokopileri Çok Amaçlı Çakı El Feneri Pil Hijyen malzemeleri İlk Yardım Çantası Kâğıt, kalem Para Ayakkabı",0.0
375,"Eczacıbaşı, hayat kimya, trendyol, english home yardım göndermişler. 💙 kolonya, temizlik malzemeleri, bebek bezi, kadın pedi, yetişkin bezi, maske, battaniye.. Deprem mi olmuş diyenler var bir de. Allah ıslah etsin. Yaralar sarılır umarım...",0.0
376,DIŞ İŞLERİNE YALAN VE İFTİRA KAMPANYASI YAPANLARIN POP STARI  İSTANBULU SEL BASINCA  ŞOKOkREM BODRUMDA  DEPREM BÖLGESİNE İŞ OLSUN DİYE GİDER  BİR BAKARSIN KAYKAYA KAÇAR İSTANBUL  KAR KAOS YAŞAKEN  ŞOKOkREM  HİSARDAKİ RAKI BALIK KOORDİNASYON MERKEZİNDE 3SAAT YEMEK YER  AYEM OKEYYY,0.0
377,"Milletimizin Hizmetindeyiz🇹🇷  Jandarma Genel Komutanlığı olarak, Düzce’de meydana gelen deprem sonrası vatandaşlarımızın barınma ve yemek ihtiyacını karşılamak maksadıyla yapmış olduğumuz çalışmalar devam ediyor.",0.0
378,Yetimler vakfı ekibi deprem bölgesinde yardımlara devam ediyor.  Hergün 500 aileye sıcak yemek dağıtımı yapılacak. Destek olmak isteyenler Yetimler vakfına ulaşabilir.,0.0
379,"Ve insanlar Ah, benim insanlarım Yalanla besliyorlar sizi Halbuki açsınız Etle,ekmekle beslenmeğe muhtaçsınız Ve beyaz bir sofrada bir kere bile yemek yemeden doyasıya Göçüp gidersiniz bu her dalı yemiş dolu dünyadan Nazım Hikmet  Aysun Kayacı Deprem #faizkararı Tuğrul #Dolar15TL",0.0
380,"📍Yangın çıkar uçak yok 📍Hesler taşar mesuliyet alan yok 📍Deprem olur üzerine para alınır  📍Sanayide elektrik,doğalgaz kesilir sesleri çıkmaz  📍Marmaray çalışmaz bilgi veren yok  📍Tarım,hayvancılık,üretim bitmiş  ses çıkaran yok 📍İmamoğlu yemek yemiş trollerin gündemi bu",0.0
381,Yemek yerken yorulan annesinin kuzusu 🤍🌹 ___ Leonardo Di Caprio Hadsiz #deprem #bodrum Doğu Perinçek,0.0
382,"Deprem olduğunda kiralar çıkartan, Covid başladığında maskeler tavan fiyat yapan, Yangın çıktığında yangına müdahale malzemelerine zam yapan ne kadar kansız, şerefsiz varsa kazandığınız paraların hayrını görmeyin, yemek nasip olmasın inşallah.",0.0
383,"Deprem olur, kayağa gider, ""tatil bana yakışır"" der Koca metropol karla boğuşurken özel bir mekanda özel bir yemekli görüşme yapar ""yemek molası"" der  Madem çalışmamaya bu kadar meraklısınız, niye o hizmet makamlarını işgal ediyorsunuz?",0.0
384,"HER ŞEY SANA GÜZEL  Elazığ da deprem olur Palandöken'de kayak yapmaya gidersin, Sel geldiğinde Bodrum'da tatile gidersin, İstanbul halkı yolda kar çilesi çekerken Sarıyerde balıkçıya gidip İngiliz Büyükelçi ile yemek sefası sürersin.   @ekrem_imamoglu",0.0
385,"Çalıntı akım alert!  Benimle aynı evde yaşar mıydın ?  Adım: Burak Yaş: 23 Boy: 1.78 Burç: Akrep Fav içecek: Fark etmez Fav renk: Kırmızı, siyah Fav kelimeler: Bağlaç olan amk, canım, yarram Hobilerim: Müzik dinlemek, müzik yapmak, motor sürmek, yemek yapmak ve yemek Fobi: Deprem",0.0
386,Ülkemin bişey olduğunda el birliğiyle birbirine tutunmasına bayılıyorum. Bizden başka kimsemiz yok çünkü. Karda kalanlara ekipler yemek dağıtıyor. Deprem oluyor herkes sahada. Sel oluyor herkes orda. Dayanışmayla her şeyin üstesinden geliyor bu millet evelallah💪,0.0
387,Hasta olan sensin.İstanbul felç olmuş iken sarıyerde balıkcıda ne işin var.Baska türlü yemek yenmiyormu???Musakka?antrikot falan??? Deprem olur kayaga gider.Sel basar taile cıkar.İstanbul felç olur rakı balık sefası sürer. Hayırdır?Eğlenmeyemi oldu ibb baskanı?,0.0
388,Nagehanla Karadeniz gezisi?  Vız gelir tırıs gider? Tüm yollar kapalıyken kendine 3 kar küreme aracı alıp büyükelçiyle? balık yemek? Deprem enkazını ziyaret edip kayak yapmaya gitmek? İstanbul'da sel varken Bodrum'a gitmek? Kapısını açan korumanın kapısını açan koruma?,0.0
389,Deprem demişken şu rakamları bir kere daha hatırlayalım   İBB'nin 2022 yılı  ▪️Deprem bütçesi 492 milyon TL  ▪️Reklam bütçesi  849 milyon TL ,0.0
390,"bir gün o büyük deprem gelip her yeri yıkacak. enkaz altında çaresizce kurtarılmayı beklerken, cılız bir ışık karanlığı yaracak. son bir umutla ışığa doğru sürüneceksin. ışığın telefonundan yayıldığını anlayacaksın ve ekranında şu yazıyı okuyacaksın; ""geçmiş olsun postu çıkalım""",0.0
391,"Deprem nedeniyle berbat haldeyim 09.55’te banka temsilcisi arıyor. Faiz oranları şu kampanyaya katılın, diyor. Eğer çok yakınınız değil ve acil bir şey yoksa sabah 10.00’dan önce gece 22.00’dan sonra kimse aranmaz. Genel görgü kuralıdır.",0.0
392,"Prof. Dr. Celal Şengör: Bu deprem müthiş kötü bir haberdir. Bunun anlamı şu, İstanbul depremi bayağı yakınlaşmış. Sana (Fatih Altaylı) tavsiyem, İstanbul’dan şehir içindeki evinden taşın.",0.0
393,Daha petekler açılmadan #doğalgaz 225₺ #elektrik 395₺ #Su 159₺ gelmiş  Geçim sıkıntısı #deprem den daha çok etkiliyor sanırım beni.,0.0
394,"#kararverin Gerçek olan şu: AKP'ye Türkiye'nin tapusu verilmedi. Bu ülkenin sahibi 85 milyon vatandaştır. AKP iktidardan 18 HAZİRAN 2023 seçimlerinde yolcudur. Türkiye bugün ağır bir sıkıntı altındadır. Vatandaş ""imdaat"" diye bağırıyor ama aldırış eden yok.! R.Turan #deprem 🙏🙏",0.0
395,"Deprem gece 4:08 de oldu.  Sabah saat 7:30 itibariyle halkın toplandığı her yerde mobil mutfak, baz istasyonu, tuvalet, su, çorba, ekmek, jeneratör, battaniye, ilaç, sağlık ekipleri ve çadırlar hazırdı. İşte ERDOĞAN'LA Sosyal DEVLET  #YaşaSOYLUdevletim",0.0
396,"jeoloji müh uzm değerli hocalarımıza sorup duruyorsunuz, şu saatte deprem olacak deseler ne yapacaksiniz? Önce kentinize sahip çıkın, afet hazırlıklarını sorun, şehir plancıları ile iş birliği yapıp, afete dayanıklı kentleşmeyi, bütçenin nereye harcandığını sorun.",0.0
397,"Arkadaşlar !!! -Her deprem sonrası, şu sürekli 4.0, 5.0 #deprem bekliyorum diyen üfüren üfürdemikleri, -Karınca, bulut, yıldız, gezegen, güneş/ay turtulmasından tutulanları, -Deprem parametrelerine dayanmadan şu fay 6.8, 7.2 üretir diyenleri takip etmeyi bırakın. #izmirdeprem",0.0
398,Deprem demişken şu rakamları bir kere daha hatırlayalım;   İBB'nin 2022 yılı  ▪️Deprem bütçesi 492 milyon TL  ▪️Reklam bütçesi  849 milyon TL  Celal Şengör / Genel Başkanımız Halk TV / Nazilli / Siren / Talimat  Devlet Milletinin Yanında    HAİNLERE GEÇİT YOK,0.0
399,"Sel olunca Bodrum'a tatile, deprem olunca Erzurum'a kayağa, müsilaj olunca Antep'e baklava açmaya giden birisi boş kaldığı zamanlarda ""Kanal İstanbul felaket"" diyor.  Senden büyük felaket mi olur zottirik?",0.0
400,"Antep-Maraş-İslahiye fay hattı uyandı. Deprem Master Planı acil hayata geçmeli. Depremde sahra hastanesi yerinde şimdi devasa rant binası var. Toplama yeri belirlenmeli, yerel yönetimler, asker çantası, market çantası yerine deprem çantası dağıtmalı, bilgilendirici broşür ile.",0.0
401,"İzmirlilere takma isim ve çakma profil fotoğrafı ile deprem üzerinden hakaret eden kişi, Antep’te tutuklanmış ...  Bunu yapan bırakın başörtülü filan olmasını, kadın bile değil !  Sosyal medyada her gördüğüne atlayıp nefret yazıları döşenenler utanır mı bilmem.",0.0
402,"Sel olunca Bodrum'a tatile, deprem olunca Erzurum'a kayağa, müsilaj olunca Antep'e baklava açmaya giden birisi boş kaldığı zamanlarda ""Kanal İstanbul felaket"" diyor.  Senden büyük felaket mi olur tekfur .?",0.0
403,Arkadaşım lcw de ise girme testini gecememis ve adam mimarlik okuyor. Allahtan Antep deprem bolgesi değil...,0.0
404,"Maraş’ta fay hattı ve bataklık üzerine yapılan Şehir Hastanesi, deprem sonrası boşaltıldı. Yıkılması bekleniyormuş",0.0
405,"Antep-Maraş-İslahiye fay hattı uyandı. Deprem Master Planı acil hayata geçmeli. Depremde sahra hastanesi yerinde şimdi devasa rant binası var. Toplama yeri belirlenmeli, yerel yönetimler, asker çantası, market çantası yerine deprem çantası dağıtmalı, bilgilendirici broşür ile.",0.0
406,"AA:""K.Maraş'ta düşen Rus yangın söndürme uçağındaki 8 kişiden kurtulan olmadı.""  Şimdi bu olay; 1-Kaza değil 2-Elektromanyetik saldırı 3-Türkiye'ye mesaj   4-Rusya'ya mesaj 5-Biz kendimizi Tanrı yerine koyduk,istediğimiz yer ve zamanda yangın,sel,deprem ,kaza yapabiliriz.",0.0
407,"Her gün yüzlerce mikro ya da daha büyük depremler oluyor. Her gün dünyanın geçiciliği hatırlatılıyor bize. Güne dua ile başlayalım. İyiliklerle, sevgiyle dolduralım🙏💕 Allah her yönden bereketli bir gün versin.  #deprem Maraş Pakistan  İzmir",0.0
408,Malatya fay zonu ile Maraş Türkoğlu ve pazarcık segmenti oluşturabiliceği maksimum Yer sarsıntısı(Deprem) 7.2 ve bunun için acilen o bölge için gerekli tedbirlerin alınması gerek.,0.0
409,"2 gecedir Maraş’ta deprem olmuyor, çok şükür. Bugün nöbeti bırakıyorum, yoksa uykusuzluktan ölücem.",0.0
410,Geçmiş olsun #Maraş #Pazarcık. Deprem oldu. Umarım ciddi bir hasar yoktur.,0.0
411,"Maraş da yine deprem en garibi en lüks binalar şehrin riskli bölgesinde .Maraş isminin arapça Raşe ""titreyen"" kelimesinden geldiği çok deprem olduğu için bu adla anıldığı soylenir",0.0
412,Osmaniye'de 4.1 şiddetinde deprem olmuş; biz Maraş'ta hissetmedik. Çok ilginç çünkü Burkina Faso'da deprem olsa Maraş sallanır öyle bir Maraş.,0.0
413,hocam eskiden orası komple haydar bey olarak geçiyordu boş arazi idi sonra bölünmüş mahalleler kayseri yoluna yakındı alt tarafında küçük bir mezarlık var zeminini bilmiyorum dediğiniz gibi olabilir maraş deprem bölgesi yukarılar daha sağlam olur,0.0
414,"Pazarcık ilçemizde saat 14.34'te gerçekleşen 4,5 büyüklüğünde #deprem #Elbistan’ımızda da hissedildi, çok şükür herhangi bir olumsuz durum bulunmamaktadır.  Hemşehrilerimize geçmiş olsun.",0.0
415,Elazığ Sivrice'den kuş uçusu 150 km uzakta Elbistan'da deprem anında bir hocamızın çekip benimle paylaştığı bir video.  Avizecide neler olduğunu dikkatle izleyin...,0.0
416,Elbistanda deprem oldu... Allah'ım korusun.. Rabbim yar ve yardımcımız olsun... Geçmiş olsun #Elbistan,0.0
417,"Osmaniye 'de 5. Deprem oluyor. Elbistan,İskenderun, Dörtyol, Afşin korkuyor. Allah korusun 7.lik deprem olduğunda neler olacağını tahmin etmemek aptallık olur.  Türkiye 'de binalar kartondan yapılmış sanki.",0.0
418,pariste deprem olsa bizde hissedilecek aq elbistan simülatörü sıkmaya başladı,0.0
